name	verified_gender	title	honorific_prefix	given_name	family_name	title_in_lords	link	life_span	birth	death	constituency	service_span	commons_service_beginning	commons_service_ending	lords_service_beginning	lords_service_ending	entire_service_beginning	entire_service_ending	house	commons_service_span
Agar, John (Mr)	m	Mr	Mr	John	Agar	Baron Somerton April  9, 1873 - December 19, 1896	mr-john-agar	 - December 19, 1896	unknown	1896	['unknown']	['unknown']	unknown	unknown	1873	1896	1873	1896	lords	unknown
Agar, Shaun (Mr)	m	Mr	Mr	Shaun	Agar	Earl of Normanton January 28, 1967 - November 11, 1999	mr-shaun-agar	August 21, 1945 -	1945	unknown	['unknown']	['unknown']	unknown	unknown	1967	1999	1967	1999	lords	unknown
Agar-Ellis, George (Mr)	m	Mr	Mr	George	Agar-Ellis	Baron Dover June 20, 1831 - July 10, 1833	mr-george-agar-ellis	January 17, 1797 - July 10, 1833	1797	1833	['Heytesbury', 'Seaford', 'Ludgershall']	[' June 19, 1818 - March  8, 1820', ' March  6, 1820 - June  9, 1826', ' June 10, 1826 - August  2, 1830']	1818	1830	1831	1833	1818	1833	commons_lords	12
Agar-Ellis, Henry (Mr)	m	Mr	Mr	Henry	Agar-Ellis	Baron Dover July 10, 1833 - February 20, 1866	mr-henry-agar-ellis	February 25, 1825 - February 20, 1866	1825	1866	['unknown']	['unknown']	unknown	unknown	1833	1866	1833	1866	lords	unknown
Agar-Ellis, Leopold (Mr)	m	Mr	Mr	Leopold	Agar-Ellis	Viscount Clifden 1895 - 1899	mr-leopold-agar-ellis	1829 - 1899	1829	1899	['Kilkenny']	[' March 27, 1857 - January 31, 1874']	1857	1874	1895	1899	1857	1899	commons_lords	17
Agar-Robartes, Thomas (Hon.)	m	Hon.	Hon.	Thomas	Agar-Robartes	unknown	hon-thomas-agar-robartes-1	1880 - September 28, 1915	1880	1915	['Bodmin', 'St Austell']	[' January 12, 1906 - June 30, 1906', ' February  5, 1908 - September 28, 1915']	1906	1915	unknown	unknown	1906	1915	commons	7
Agar-Robartes, Thomas (Hon.)	m	Hon.	Hon.	Thomas	Agar-Robartes	Baron Robartes 1882 - July 19, 1930	hon-thomas-agar-robartes	1844 - July 19, 1930	1844	1930	['Cornwall Eastern']	[' March 31, 1880 - March  9, 1882']	1880	1882	1882	1930	1880	1930	commons_lords	2
Agar-Robartes, Thomas (Mr)	m	Mr	Mr	Thomas	Agar-Robartes	Baron Robartes 1869 - 1882	mr-thomas-agar-robartes	1808 - 1882	1808	1882	['Cornwall Eastern']	[' July 29, 1847 - November 17, 1868']	1847	1868	1869	1882	1847	1882	commons_lords	21
Agg-Gardner, James (Sir)	m	Sir	Sir	James	Agg-Gardner	unknown	sir-james-agg-gardner	1846 - August  9, 1928	1846	1928	['Cheltenham', 'Cheltenham', 'Cheltenham', 'Cheltenham']	[' January 31, 1874 - March 31, 1880', ' November 24, 1885 - July 13, 1895', ' October  1, 1900 - January 12, 1906', ' April 28, 1911 - August  9, 1928']	1874	1928	unknown	unknown	1874	1928	commons	39
Aglionby, Francis (Major)	m	Major	Major	Francis	Aglionby	unknown	major-francis-aglionby	1777 - 1840	1777	1840	['Cumberland Eastern']	[' July 24, 1837 - 1840']	1837	1840	unknown	unknown	1837	1840	commons	3
Aglionby, Henry (Mr)	m	Mr	Mr	Henry	Aglionby	unknown	mr-henry-aglionby	1790 - 1854	1790	1854	['Cockermouth']	[' December 10, 1832 - July 31, 1854']	1832	1854	unknown	unknown	1832	1854	commons	22
Agnew, Andrew (Mr)	m	Mr	Mr	Andrew	Agnew	unknown	mr-andrew-agnew	1850 - July 14, 1928	1850	1928	['Edinburgh South']	[' October  1, 1900 - January 12, 1906']	1900	1906	unknown	unknown	1900	1906	commons	6
Agnew, Andrew (Sir)	m	Sir	Sir	Andrew	Agnew	unknown	sir-andrew-agnew	1793 - 1849	1793	1849	['Wigtownshire']	[' December 10, 1832 - July 24, 1837']	1832	1837	unknown	unknown	1832	1837	commons	5
Agnew, Andrew (Sir)	m	Sir	Sir	Andrew	Agnew	unknown	sir-andrew-agnew-1	1818 - 1892	1818	1892	['Wigtownshire']	[' February  9, 1856 - November 17, 1868']	1856	1868	unknown	unknown	1856	1868	commons	12
Agnew, George (Sir)	m	Sir	Sir	George	Agnew	unknown	sir-george-agnew	1852 - December 19, 1941	1852	1941	['Salford West']	[' January 12, 1906 - December 14, 1918']	1906	1918	unknown	unknown	1906	1918	commons	12
Agnew, Peter (Commander Sir)	m	Commander Sir	Commander Sir	Peter	Agnew	unknown	commander-sir-peter-agnew	July  9, 1900 - August 26, 1990	1900	1990	['Camborne', 'Worcestershire South']	[' October 27, 1931 - February 23, 1950', ' May 26, 1955 - March 31, 1966']	1931	1966	unknown	unknown	1931	1966	commons	30
Agnew, William (Mr)	m	Mr	Mr	William	Agnew	unknown	mr-william-agnew	1825 - October 31, 1910	1825	1910	['Lancashire South Eastern', 'Stretford']	[' March 31, 1880 - November 24, 1885', ' November 24, 1885 - July  1, 1886']	1880	1886	unknown	unknown	1880	1886	commons	6
Ahmed, Nazir (Mr)	m	Mr	Mr	Nazir	Ahmed	Lord Ahmed August  3, 1998 -	mr-nazir-ahmed	April 24, 1957 -	1957	unknown	['unknown']	['unknown']	unknown	unknown	1998	unknown	1998	1998	lords	unknown
Ainger, Nick (Mr)	m	Mr	Mr	Nick	Ainger	unknown	mr-nick-ainger	October 24, 1949 -	1949	unknown	['Pembroke', 'Carmarthen West and Pembrokeshire South']	[' April  9, 1992 - May  1, 1997', ' May  1, 1997 - ?']	1992	unknown	unknown	unknown	1992	1992	commons	unknown
Ainsley, John (Mr)	m	Mr	Mr	John	Ainsley	unknown	mr-john-ainsley	1898 - June 23, 1976	1898	1976	['Durham North West']	[' May 26, 1955 - October 15, 1964']	1955	1964	unknown	unknown	1955	1964	commons	9
Ainslie, Robert (Mr)	m	Mr	Mr	Robert	Ainslie	unknown	mr-robert-ainslie	January  8, 1777 - March 14, 1858	1777	1858	['Mitchell']	[' July  6, 1802 - November 17, 1806']	1802	1806	unknown	unknown	1802	1806	commons	4
Ainslie, William (Mr)	m	Mr	Mr	William	Ainslie	unknown	mr-william-ainslie	1832 - 1893	1832	1893	['North Lonsdale']	[' November 24, 1885 - July  4, 1892']	1885	1892	unknown	unknown	1885	1892	commons	7
Ainsworth, Bob (Mr)	m	Mr	Mr	Bob	Ainsworth	unknown	mr-bob-ainsworth	June 19, 1952 -	1952	unknown	['Coventry North East']	[' April  9, 1992 - ?']	1992	unknown	unknown	unknown	1992	1992	commons	unknown
Ainsworth, Charles (Lieut-Colonel)	m	Lieut-Colonel	Lieut-Colonel	Charles	Ainsworth	unknown	lieut-colonel-charles-ainsworth	1874 - April 10, 1956	1874	1956	['Bury']	[' December 14, 1918 - November 14, 1935']	1918	1935	unknown	unknown	1918	1935	commons	17
Ainsworth, David (Mr)	m	Mr	Mr	David	Ainsworth	unknown	mr-david-ainsworth	1842 - March 21, 1906	1842	1906	['Cumberland Western', 'Egremont']	[' March 31, 1880 - November 24, 1885', ' July  4, 1892 - July 13, 1895']	1880	1895	unknown	unknown	1880	1895	commons	8
Ainsworth, John (Sir)	m	Sir	Sir	John	Ainsworth	unknown	sir-john-ainsworth	1844 - May 24, 1923	1844	1923	['Argyll']	[' August 26, 1903 - December 14, 1918']	1903	1918	unknown	unknown	1903	1918	commons	15
Ainsworth, Peter (Mr)	m	Mr	Mr	Peter	Ainsworth	unknown	mr-peter-ainsworth-1	1790 - 1870	1790	1870	['Bolton']	[' January  6, 1835 - July 29, 1847']	1835	1847	unknown	unknown	1835	1847	commons	12
Ainsworth, Peter (Mr)	m	Mr	Mr	Peter	Ainsworth	unknown	mr-peter-ainsworth	November 16, 1956 -	1956	unknown	['Surrey East']	[' April  9, 1992 - ?']	1992	unknown	unknown	unknown	1992	1992	commons	unknown
Aird, John (Sir)	m	Sir	Sir	John	Aird	unknown	sir-john-aird	1833 - January  6, 1911	1833	1911	['Paddington North']	[' July  8, 1887 - January 12, 1906']	1887	1906	unknown	unknown	1887	1906	commons	19
Airey, Diana (Ms)	f	Ms	Ms	Diana	Airey	Baroness Airey of Abingdon August  6, 1979 - November 27, 1992	ms-diana-airey	July  7, 1919 - November 27, 1992	1919	1992	['unknown']	['unknown']	unknown	unknown	1979	1992	1979	1992	lords	unknown
Airey, Richard (Mr)	m	Mr	Mr	Richard	Airey	Baron Airey November 29, 1876 - September 13, 1881	mr-richard-airey	 - September 13, 1881	unknown	1881	['unknown']	['unknown']	unknown	unknown	1876	1881	1876	1881	lords	unknown
Aitchison, Craigie (Mr)	m	Mr	Mr	Craigie	Aitchison	unknown	mr-craigie-aitchison	1882 - May  2, 1941	1882	1941	['Kilmarnock']	[' November 27, 1929 - 1933']	1929	1933	unknown	unknown	1929	1933	commons	4
Aitken, John (Group Captain Hon.)	m	Group Captain Hon.	Group Captain Hon.	John	Aitken	Lord Beaverbrook June  9, 1964 - April 30, 1985	group-captain-hon-john-aitken	February 15, 1910 - April 30, 1985	1910	1985	['Holborn']	[' July  5, 1945 - February 23, 1950']	1945	1950	1964	1985	1945	1985	commons_lords	5
Aitken, Jonathan (Mr)	m	Mr	Mr	Jonathan	Aitken	unknown	mr-jonathan-aitken	August 30, 1942 -	1942	unknown	['Thanet East', 'Thanet South']	[' February 28, 1974 - June  9, 1983', ' June  9, 1983 - May  1, 1997']	1974	1997	unknown	unknown	1974	1997	commons	23
Aitken, Max (Mr)	m	Mr	Mr	Max	Aitken	1st Baron Beaverbrook 1917 - June  9, 1964	mr-max-aitken	1879 - June  9, 1964	1879	1964	['Ashton-under-Lyne']	[' December  3, 1910 - December 16, 1916']	1910	1916	1917	1964	1910	1964	commons_lords	6
Aitken, Maxwell (Mr)	m	Mr	Mr	Maxwell	Aitken	Lord Beaverbrook April 30, 1985 - November 11, 1999	mr-maxwell-aitken	December 29, 1951 -	1951	unknown	['unknown']	['unknown']	unknown	unknown	1985	1999	1985	1999	lords	unknown
Aitken, William (Mr)	m	Mr	Mr	William	Aitken	unknown	mr-william-aitken	June 10, 1905 - January 19, 1964	1905	1964	['Bury St Edmunds']	[' February 23, 1950 - January 19, 1964']	1950	1964	unknown	unknown	1950	1964	commons	14
Akers-Douglas, Alastair (Mr)	m	Mr	Mr	Alastair	Akers-Douglas	Baron Douglas of Baads April 10, 1982 - November 11, 1999	mr-alastair-akers-douglas	September  6, 1946 -	1946	unknown	['unknown']	['unknown']	unknown	unknown	1982	1999	1982	1999	lords	unknown
Akers-Douglas, Aretas (Mr)	m	Mr	Mr	Aretas	Akers-Douglas	1st Viscount Chilston 1911 - January 15, 1926	mr-aretas-akers-douglas	1851 - January 15, 1926	1851	1926	"['Kent Eastern', ""St Augustine's""]"	[' March 31, 1880 - November 24, 1885', ' November 24, 1885 - June 28, 1911']	1880	1911	1911	1926	1880	1926	commons_lords	31
Akers-Douglas, Aretas (Mr)	m	Mr	Mr	Aretas	Akers-Douglas	Baron Douglas of Baads January 15, 1926 - July 25, 1947	mr-aretas-akers-douglas-1	February 17, 1876 - July 25, 1947	1876	1947	['unknown']	['unknown']	unknown	unknown	1926	1947	1926	1947	lords	unknown
Akers-Douglas, Eric (Mr)	m	Mr	Mr	Eric	Akers-Douglas	Baron Douglas of Baads July 25, 1947 - April 10, 1982	mr-eric-akers-douglas	December 17, 1910 - April 10, 1982	1910	1982	['unknown']	['unknown']	unknown	unknown	1947	1982	1947	1982	lords	unknown
Akroyd, Edward (Mr)	m	Mr	Mr	Edward	Akroyd	unknown	mr-edward-akroyd	1810 - 1887	1810	1887	['Huddersfield', 'Halifax']	[' March 27, 1857 - April 28, 1859', ' July 11, 1865 - January 31, 1874']	1857	1874	unknown	unknown	1857	1874	commons	11
Albery, Irving (Mr)	m	Mr	Mr	Irving	Albery	unknown	mr-irving-albery	1879 - November 14, 1967	1879	1967	['Gravesend']	[' October 29, 1924 - July  5, 1945']	1924	1945	unknown	unknown	1924	1945	commons	21
Albu, Austen (Sir)	m	Sir	Sir	Austen	Albu	unknown	sir-austen-albu	September 21, 1903 - November 23, 1994	1903	1994	['Edmonton']	[' November 13, 1948 - February 28, 1974']	1948	1974	unknown	unknown	1948	1974	commons	26
Alcock, Thomas (Mr)	m	Mr	Mr	Thomas	Alcock	unknown	mr-thomas-alcock	1801 - 1866	1801	1866	['Newton', 'Ludlow', 'Surrey Eastern']	[' June  9, 1826 - July 31, 1830', ' June  6, 1839 - May 22, 1840', ' July 29, 1847 - July 11, 1865']	1826	1865	unknown	unknown	1826	1865	commons	23
Alcock, William (Mr)	m	Mr	Mr	William	Alcock	unknown	mr-william-alcock	1771 - September  4, 1813	1771	1813	['Wexford']	[' June  1, 1807 - October 10, 1812']	1807	1812	unknown	unknown	1807	1812	commons	5
Aldam, William (Mr)	m	Mr	Mr	William	Aldam	unknown	mr-william-aldam	1813 - 1890	1813	1890	['Leeds']	[' June 29, 1841 - July 29, 1847']	1841	1847	unknown	unknown	1841	1847	commons	6
Alden, Percy (Mr)	m	Mr	Mr	Percy	Alden	unknown	mr-percy-alden	1865 - 1944	1865	1944	['Tottenham', 'Tottenham South']	[' January 12, 1906 - December 14, 1918', ' December  6, 1923 - October 29, 1924']	1906	1924	unknown	unknown	1906	1924	commons	13
Alderdice, John (Mr)	m	Mr	Mr	John	Alderdice	Lord Alderdice October  8, 1996 -	mr-john-alderdice	May 28, 1955 -	1955	unknown	['unknown']	['unknown']	unknown	unknown	1996	unknown	1996	1996	lords	unknown
Aldridge, John (Major)	m	Major	Major	John	Aldridge	unknown	major-john-aldridge	1871 - January 19, 1909	1871	1909	['Horsham']	[' November 17, 1868 - 1869']	1868	1869	unknown	unknown	1868	1869	commons	1
Alers Hankey, Donald (Mr)	m	Mr	Mr	Donald	Alers Hankey	Lord Hankey October 28, 1996 - November 11, 1999	mr-donald-alers-hankey	June 12, 1938 -	1938	unknown	['unknown']	['unknown']	unknown	unknown	1996	1999	1996	1999	lords	unknown
Alexander,  (Viscount)	m	Viscount	Viscount	None	Alexander	3rd Earl Caledon 1837 - 1855	viscount-alexander	1812 - 1855	1812	1855	['Tyrone']	[' July 24, 1837 - 1841']	1837	1841	1837	1855	1837	1855	commons_lords	4
Alexander, Albert (Mr)	m	Mr	Mr	Albert	Alexander	1st Viscount Alexander of Hillsborough 1950 - January 11, 1965	mr-albert-alexander	1885 - January 11, 1965	1885	1965	['Sheffield Hillsborough', 'Sheffield Hillsborough']	[' November 15, 1922 - October 27, 1931', ' November 14, 1935 - January 27, 1950']	1922	1950	1950	1965	1922	1965	commons_lords	24
Alexander, Boyd (Mr)	m	Mr	Mr	Boyd	Alexander	unknown	mr-boyd-alexander	January  1, 1758 - July 15, 1825	1758	1825	['Glasgow']	[' March 30, 1803 - November 24, 1806']	1803	1806	unknown	unknown	1803	1806	commons	3
Alexander, Claud (Mr)	m	Mr	Mr	Claud	Alexander	unknown	mr-claud-alexander	1831 - 1888	1831	1888	['Ayrshire Southern']	[' January 31, 1874 - November 24, 1885']	1874	1885	unknown	unknown	1874	1885	commons	11
Alexander, Danny (Mr)	m	Mr	Mr	Danny	Alexander	unknown	mr-danny-alexander	May 15, 1972 -	1972	unknown	['Inverness, Nairn, Badenoch and Strathspey']	[' May  5, 2005 - ?']	2005	unknown	unknown	unknown	2005	2005	commons	unknown
Alexander, Douglas (Mr)	m	Mr	Mr	Douglas	Alexander	unknown	mr-douglas-alexander	October 26, 1967 -	1967	unknown	['Paisley South', 'Paisley and Renfrewshire South']	[' November  6, 1997 - May  5, 2005', ' May  5, 2005 - ?']	1997	unknown	unknown	unknown	1997	1997	commons	unknown
Alexander, Ernest (Mr)	m	Mr	Mr	Ernest	Alexander	unknown	mr-ernest-alexander	1872 - September 29, 1946	1872	1946	['Leyton East', 'Leyton East']	[' November 15, 1922 - December  6, 1923', ' October 29, 1924 - May 30, 1929']	1922	1929	unknown	unknown	1922	1929	commons	6
Alexander, Gervaise (Mr)	m	Mr	Mr	Gervaise	Alexander	Lord Cobham September  8, 1916 - June 10, 1933	mr-gervaise-alexander	May  6, 1880 - June 10, 1933	1880	1933	['unknown']	['unknown']	unknown	unknown	1916	1933	1916	1933	lords	unknown
Alexander, Harold (Mr)	m	Mr	Mr	Harold	Alexander	Viscount Alexander of Tunis March  1, 1946 - June 16, 1969	mr-harold-alexander	December 10, 1891 - June 16, 1969	1891	1969	['unknown']	['unknown']	unknown	unknown	1946	1969	1946	1969	lords	unknown
Alexander, Henry (Mr)	m	Mr	Mr	Henry	Alexander	unknown	mr-henry-alexander-1	1787 - 1861	1787	1861	['Barnstaple']	[' June 10, 1826 - August  2, 1830']	1826	1830	unknown	unknown	1826	1830	commons	4
Alexander, Henry (Mr)	m	Mr	Mr	Henry	Alexander	unknown	mr-henry-alexander	1763 - May  6, 1818	1763	1818	['Old Sarum']	[' July 12, 1802 - November  1, 1806']	1802	1806	unknown	unknown	1802	1806	commons	4
Alexander, James (Mr)	m	Mr	Mr	James	Alexander	unknown	mr-james-alexander	1769 - September 12, 1848	1769	1848	['Old Sarum']	[' May 30, 1812 - December 10, 1832']	1812	1832	unknown	unknown	1812	1832	commons	20
Alexander, John (Mr)	m	Mr	Mr	John	Alexander	unknown	mr-john-alexander	1802 - 1885	1802	1885	['Carlow']	[' January 20, 1853 - April 28, 1859']	1853	1859	unknown	unknown	1853	1859	commons	6
Alexander, Josias (Mr)	m	Mr	Mr	Josias	Alexander	unknown	mr-josias-alexander	1771 - August  1, 1839	1771	1839	['Old Sarum', 'Old Sarum']	[' July 17, 1820 - April  2, 1828', ' July 31, 1830 - December 10, 1832']	1820	1832	unknown	unknown	1820	1832	commons	10
Alexander, Maurice (Lieut-Colonel)	m	Lieut-Colonel	Lieut-Colonel	Maurice	Alexander	unknown	lieut-colonel-maurice-alexander	1889 - July 16, 1945	1889	1945	['Southwark South East']	[' November 15, 1922 - December  6, 1923']	1922	1923	unknown	unknown	1922	1923	commons	1
Alexander, Nathaniel (Mr)	m	Mr	Mr	Nathaniel	Alexander	unknown	mr-nathaniel-alexander	1815 - 1853	1815	1853	['Antrim']	[' June 29, 1841 - January  5, 1853']	1841	1853	unknown	unknown	1841	1853	commons	12
Alexander, Richard (Mr)	m	Mr	Mr	Richard	Alexander	unknown	mr-richard-alexander	June 29, 1934 -	1934	unknown	['Newark-on-Trent']	[' May  3, 1979 - May  1, 1997']	1979	1997	unknown	unknown	1979	1997	commons	18
Alexander, Robert (Mr)	m	Mr	Mr	Robert	Alexander	Lord Cobham December  5, 1933 - February 21, 1951	mr-robert-alexander-1	April 23, 1885 - February 21, 1951	1885	1951	['unknown']	['unknown']	unknown	unknown	1933	1951	1933	1951	lords	unknown
Alexander, Robert (Mr)	m	Mr	Mr	Robert	Alexander	Lord Alexander of Weedon July 11, 1988 - November  6, 2005	mr-robert-alexander	September  5, 1936 - November  6, 2005	1936	2005	['unknown']	['unknown']	unknown	unknown	1988	2005	1988	2005	lords	unknown
Alexander, Shane (Mr)	m	Mr	Mr	Shane	Alexander	Baron Rideau June 16, 1969 - November 11, 1999	mr-shane-alexander	June 30, 1935 -	1935	unknown	['unknown']	['unknown']	unknown	unknown	1969	1999	1969	1999	lords	unknown
Alexander, William (Brigadier-General Sir)	m	Brigadier-General Sir	Brigadier-General Sir	William	Alexander	unknown	brigadier-general-sir-william-alexander	1874 - December 29, 1954	1874	1954	['Glasgow Central']	[' December  6, 1923 - 1945']	1923	1945	unknown	unknown	1923	1945	commons	22
Alexander, William (Mr)	m	Mr	Mr	William	Alexander	Lord Alexander of Potterhill September  2, 1974 - September  8, 1993	mr-william-alexander	December 13, 1905 - September  8, 1993	1905	1993	['unknown']	['unknown']	unknown	unknown	1974	1993	1974	1993	lords	unknown
Alford,  (Viscount)	m	Viscount	Viscount	None	Alford	unknown	viscount-alford	1812 - 1851	1812	1851	['Bedfordshire']	[' January  6, 1835 - July 29, 1847']	1835	1847	unknown	unknown	1835	1847	commons	12
Alison, Michael (Mr)	m	Mr	Mr	Michael	Alison	unknown	mr-michael-alison	June 27, 1926 - May 28, 2004	1926	2004	['Barkston Ash', 'Selby']	[' October 15, 1964 - June  9, 1983', ' June  9, 1983 - May  1, 1997']	1964	1997	unknown	unknown	1964	1997	commons	33
Allan, Alexander (Mr)	m	Mr	Mr	Alexander	Allan	unknown	mr-alexander-allan	1764 - September 14, 1820	1764	1820	['Berwick-upon-Tweed', 'Berwick-upon-Tweed']	[' April 19, 1803 - November 26, 1806', ' May 11, 1807 - December 31, 1820']	1803	1820	unknown	unknown	1803	1820	commons	16
Allan, George (Mr)	m	Mr	Mr	George	Allan	unknown	mr-george-allan	July  8, 1767 - July 21, 1828	1767	1828	['Durham']	[' December 10, 1813 - June 19, 1818']	1813	1818	unknown	unknown	1813	1818	commons	5
Allan, Richard (Mr)	m	Mr	Mr	Richard	Allan	unknown	mr-richard-allan	February 11, 1966 -	1966	unknown	['Sheffield Hallam']	[' May  1, 1997 - May  5, 2005']	1997	2005	unknown	unknown	1997	2005	commons	8
Allan, Robert (Commander)	m	Commander	Commander	Robert	Allan	Baron Allan of Kilmahew July 16, 1973 - April  4, 1979	commander-robert-allan	July 11, 1914 - April  4, 1979	1914	1979	['Paddington South']	[' October 25, 1951 - March 31, 1966']	1951	1966	1973	1979	1951	1979	commons_lords	15
Allan, William (Sir)	m	Sir	Sir	William	Allan	unknown	sir-william-allan	1837 - December 28, 1903	1837	1903	['Gateshead']	[' February 24, 1893 - December 28, 1903']	1893	1903	unknown	unknown	1893	1903	commons	10
Allanson, Charles (Mr)	m	Mr	Mr	Charles	Allanson	unknown	mr-charles-allanson	June 25, 1784 - April  9, 1840	1784	1840	['Ripon']	[' November  4, 1806 - May  9, 1807']	1806	1807	unknown	unknown	1806	1807	commons	1
Allanson-Winn, George (Mr)	m	Mr	Mr	George	Allanson-Winn	unknown	mr-george-allanson-winn	August 14, 1785 - November  5, 1827	1785	1827	['Maldon']	[' June 30, 1826 - December  3, 1827']	1826	1827	unknown	unknown	1826	1827	commons	1
Allason, James (Mr)	m	Mr	Mr	James	Allason	unknown	mr-james-allason	September  6, 1912 -	1912	unknown	['Hemel Hempstead']	[' October  8, 1959 - October 10, 1974']	1959	1974	unknown	unknown	1959	1974	commons	15
Allason, Rupert (Mr)	m	Mr	Mr	Rupert	Allason	unknown	mr-rupert-allason	November  8, 1951 -	1951	unknown	['Torbay']	[' June 11, 1987 - May  1, 1997']	1987	1997	unknown	unknown	1987	1997	commons	10
Allaun, Frank (Mr)	m	Mr	Mr	Frank	Allaun	unknown	mr-frank-allaun	February 27, 1913 - November 26, 2002	1913	2002	['Salford East']	[' May 26, 1955 - June  9, 1983']	1955	1983	unknown	unknown	1955	1983	commons	28
Allcroft, John (Mr)	m	Mr	Mr	John	Allcroft	unknown	mr-john-allcroft	1822 - 1893	1822	1893	['Worcester']	[' March 28, 1878 - March 31, 1880']	1878	1880	unknown	unknown	1878	1880	commons	2
Alldritt, Walter (Mr)	m	Mr	Mr	Walter	Alldritt	unknown	mr-walter-alldritt	July  4, 1918 - July 27, 1990	1918	1990	['Liverpool Scotland']	[' October 15, 1964 - February  3, 1971']	1964	1971	unknown	unknown	1964	1971	commons	7
Allen, Alfred (Mr)	m	Mr	Mr	Alfred	Allen	Baron Allen of Fallowfield July 10, 1974 - January 14, 1985	mr-alfred-allen	July  7, 1914 - January 14, 1985	1914	1985	['unknown']	['unknown']	unknown	unknown	1974	1985	1974	1985	lords	unknown
